ECON4A,ECON4B,HHINCOME,EDUCATION,AGE7,SU_ID
4,3,3,2,2,21927528
2,2,6,5,5,21927693
1,1,9,6,3,21931373
1,1,8,6,2,21934904
4,4,3,5,1,21938545
5,5,3,5,6,21943063
1,1,8,6,5,21945634
1,1,8,7,6,21946694
3,3,2,2,3,21948543
5,5,9,5,5,21951290
1,1,7,6,4,21954505
4,4,2,3,3,21958385
1,1,5,5,4,21965608
2,2,8,5,1,21966277
2,2,9,6,3,21966355
5,5,4,2,7,21966762
1,1,9,5,2,21968258
1,1,9,5,6,21968535
4,3,6,7,2,21971273
1,2,5,1,4,21978696
3,3,6,2,5,21985122
1,1,7,5,7,21988393
1,1,6,6,3,21988908
1,1,8,5,3,21991385
2,2,6,5,2,21993062
4,4,2,2,2,21994834
5,5,7,7,7,21998707
1,1,6,5,2,21998998
2,4,6,7,6,22002882
4,4,7,5,5,22003239
1,1,8,6,5,22003449
1,1,6,6,3,22008580
2,2,2,2,1,22009140
1,1,7,5,2,22011059
5,5,6,5,7,22013729
3,2,7,5,5,22014878
5,5,9,5,5,22016663
1,1,9,5,3,22016727
1,1,8,5,2,22017012
4,4,4,7,6,22017154
1,1,6,5,2,22021602
1,1,9,6,4,22024222
2,3,8,7,4,22024633
3,4,8,5,6,22033621
1,1,8,7,3,22036549
2,1,7,5,5,22037012
4,2,8,7,4,22037100
2,2,7,2,3,22037729
5,5,3,5,7,22039816
1,1,8,6,5,22040937
3,3,3,3,2,22042381
5,5,6,3,3,22042856
5,5,9,7,6,22043439
4,2,3,3,3,22043752
2,1,8,4,2,22050049
1,1,3,5,3,22051308
4,3,7,5,6,22054853
3,3,9,3,6,22056322
4,3,4,2,6,22057452
4,3,7,3,1,22058147
1,1,7,7,4,22058285
3,3,3,4,3,22060141
1,1,9,5,3,22060267
1,1,7,5,2,22065625
4,4,3,6,6,22066607
5,5,9,5,6,22066857
5,5,7,5,6,22068818
2,2,7,6,3,22070573
5,5,7,5,7,22071795
1,1,5,7,2,22074236
1,1,8,7,5,22077620
5,5,9,6,2,22082094
5,5,4,2,7,22082700
5,5,4,4,7,22087307
4,3,2,3,3,22087613
1,1,4,3,5,22089748
1,1,3,5,6,22090129
4,4,1,3,3,22092378
1,2,8,6,4,22093279
5,5,1,1,1,22095071
2,2,5,3,3,22095510
5,5,6,3,5,22095686
4,4,3,3,6,22097407
1,1,8,3,3,22101891
1,1,7,5,4,22104323
1,1,6,5,4,22104679
1,1,5,3,3,22106250
5,5,5,5,3,22108021
1,1,9,3,7,22109170
1,1,1,5,1,22114260
3,2,6,2,3,22117909
1,1,9,6,5,22118773
4,4,3,7,6,22119488
5,4,8,5,6,22120212
1,1,6,3,1,22123743
5,5,3,3,6,22124160
5,5,2,2,6,22128358
5,5,8,7,6,22130958
3,2,4,3,3,22132258
1,2,6,6,3,22132890
1,3,2,3,5,22134869
1,1,8,5,6,22135303
5,5,9,5,4,22138981
5,5,7,7,6,22139209
4,4,2,5,6,22139606
1,1,6,6,4,22139848
4,4,6,3,5,22140275
4,2,6,5,6,22141322
3,3,6,5,7,22141799
1,1,6,5,5,22143307
5,5,3,3,7,22144715
5,5,8,5,7,22150112
5,5,6,6,7,22150139
1,1,6,6,6,22152508
5,5,6,4,6,22159570
1,1,5,5,3,22160219
1,1,2,5,1,22161320
2,2,6,5,2,22161939
1,1,8,5,3,22162994
2,2,4,3,5,22163821
5,5,8,5,6,22166193
1,1,8,6,5,22169218
4,3,9,5,4,22171503
1,1,6,3,1,22171510
5,5,7,6,6,22173176
1,1,8,5,2,22173827
5,5,6,5,7,22175143
5,5,6,4,6,22179448
1,1,8,4,4,22181114
4,5,2,2,6,22181394
1,1,4,5,5,22181646
5,5,9,5,6,22184671
5,5,5,5,7,22185351
1,1,7,5,5,22189541
5,5,1,6,7,22190771
4,4,3,6,6,22194300
5,5,9,6,6,22194555
1,1,8,5,2,22194622
1,1,2,3,4,22195224
1,1,8,7,4,22198585
2,3,8,5,2,22201920
1,1,8,6,3,22202975
1,1,8,6,5,22204141
3,3,6,3,4,22205399
5,5,7,3,5,22205513
3,2,7,6,6,22206387
5,5,7,2,5,22206541
5,5,8,7,5,22209055
1,1,7,6,4,22215699
1,1,9,6,3,22220583
5,5,6,2,6,22221013
1,1,7,3,6,22224208
2,2,4,2,2,22225274
1,1,4,2,2,22228214
5,5,8,6,5,22229679
5,5,6,3,7,22230885
4,4,3,2,6,22231996
1,1,7,3,3,22233245
5,5,6,2,5,22233377
1,1,6,6,6,22235398
3,2,2,1,2,22235857
1,1,2,2,6,22236415
1,1,6,5,4,22241410
1,1,7,3,5,22247213
2,3,6,5,2,22252310
1,1,3,3,5,22252421
1,1,7,6,3,22259146
1,1,6,5,4,22259160
3,2,5,2,2,22261404
1,1,8,3,5,22262315
1,1,9,5,5,22263914
2,2,4,3,2,22264598
1,1,8,5,3,22266419
5,3,8,5,2,22267607
4,2,6,3,1,22268114
5,5,4,5,6,22268237
5,5,5,4,6,22268328
2,2,7,3,3,22269213
5,5,8,6,6,22270818
5,5,5,5,6,22271622
5,5,2,6,5,22274904
4,3,8,4,1,22275316
5,5,8,5,5,22278227
1,1,6,5,2,22283544
5,5,4,5,6,22287183
1,1,7,3,5,22287334
1,1,8,6,3,22290266
5,5,5,6,6,22290365
1,1,9,7,3,22296139
1,1,9,5,4,22300457
5,5,7,6,6,22300811
5,5,8,5,7,22311042
5,4,2,6,6,22314673
2,1,6,7,2,22319500
1,1,9,6,2,22321012
1,1,9,7,4,22325659
3,3,3,3,1,22326297
4,3,3,5,6,22327334
5,5,6,6,6,22330270
2,2,5,5,2,22330591
1,1,6,4,2,22331471
2,2,4,5,3,22334273
1,1,9,7,6,22337270
1,1,8,6,3,22337409
5,4,9,6,4,22341138
1,1,8,7,3,22348926
1,1,6,6,5,22349542
1,1,6,2,6,22351571
1,1,8,5,5,22352774
1,1,8,6,3,22352971
1,1,9,5,1,22353280
5,5,3,6,6,22353896
4,4,7,3,3,22354417
5,5,3,2,6,22356183
5,5,6,7,7,22356406
5,5,6,6,7,22356574
1,1,8,5,2,22364462
1,1,8,5,2,22365467
5,5,6,3,6,22366203
5,5,7,5,6,22367115
5,5,4,3,7,22367911
3,1,9,5,3,22371645
5,5,7,4,6,22372707
1,1,8,2,2,22373122
1,1,4,5,3,22376840
5,5,6,5,6,22377329
1,1,6,3,3,22379347
4,3,1,1,3,22382709
1,1,9,5,3,22386346
1,1,6,5,4,22388105
5,5,2,4,6,22391456
4,4,2,3,6,22391735
1,1,6,5,5,22394725
4,3,3,3,1,22396213
1,1,9,7,5,22398005
5,3,1,2,1,22398814
1,1,9,2,5,22399817
5,5,7,3,6,22400362
1,1,9,7,3,22404892
1,1,4,2,5,22409778
1,1,6,7,3,22417537
5,5,4,3,6,22419951
1,1,6,5,5,22426371
4,3,2,3,5,22434947
1,1,6,5,2,22435657
5,5,8,5,6,22437376
5,5,7,6,6,22437636
5,3,1,3,3,22440113
5,5,1,1,2,22440165
1,1,8,7,6,22440578
1,1,7,3,3,22440636
1,1,7,5,4,22441404
2,2,4,6,2,22442167
1,2,6,6,5,22442478
1,1,8,5,5,22442697
2,2,1,3,1,22444141
5,5,3,1,6,22444466
5,4,5,6,2,22449862
5,2,6,6,3,22453325
2,2,4,3,5,22454431
4,4,2,5,3,22455292
5,5,2,5,6,22458416
5,4,7,6,5,22459001
5,5,3,6,6,22459243
1,2,6,4,3,22460338
1,1,6,6,3,22460693
1,2,8,6,5,22463413
1,1,8,3,6,22464632
3,3,6,4,1,22467397
3,1,6,7,3,22470166
5,3,7,3,4,22471097
1,1,3,4,3,22472842
2,2,4,5,6,22472885
1,1,6,4,4,22474135
1,1,8,7,2,22474958
4,4,3,3,3,22477862
3,2,4,3,3,22478383
1,1,1,5,4,22480596
1,1,9,7,3,22482404
4,2,2,2,1,22482575
1,4,4,2,3,22483191
2,2,8,4,5,22483342
2,2,5,3,4,22483454
2,3,8,5,6,22486134
5,5,6,5,7,22486610
1,1,9,5,5,22487937
3,3,4,4,5,22489198
1,1,9,4,4,22489861
1,1,8,6,3,22493123
2,2,8,5,1,22493843
1,1,7,6,3,22494572
5,5,4,5,6,22497132
3,3,7,7,4,22504417
1,1,8,5,3,22505996
2,3,9,6,2,22507450
5,5,3,2,7,22507851
1,1,8,7,4,22510526
5,5,4,4,6,22514643
1,1,8,6,5,22514681
5,4,2,2,6,22517198
3,3,6,5,5,22525881
5,5,1,2,2,22528561
5,1,7,6,2,22528871
5,5,5,5,7,22529596
5,5,7,6,7,22531631
2,2,8,3,5,22535223
1,1,8,5,3,22535370
1,1,9,5,5,22536490
1,1,2,3,5,22539520
1,1,8,3,1,22539795
5,5,6,6,6,22540929
5,4,9,6,3,22543968
1,1,7,5,4,22546709
4,3,8,3,5,22550510
4,3,7,5,3,22554636
2,2,2,1,3,22560645
4,3,4,6,6,22562300
3,3,2,2,3,22562482
1,1,9,7,6,22563357
5,4,3,6,5,22563833
5,5,8,6,6,22567490
1,1,2,4,4,22567972
5,5,8,7,5,22568864
1,2,8,6,3,22570470
5,5,4,3,6,22570567
5,5,9,5,6,22570639
1,1,4,5,4,22574169
5,5,1,2,5,22579896
2,2,9,5,4,22580854
1,1,9,6,5,22581988
5,5,7,5,6,22584092
5,5,7,3,2,22594975
5,5,8,6,6,22596978
4,2,1,5,2,22597620
1,1,6,5,2,22601865
1,1,6,5,2,22605271
5,5,3,5,5,22608061
1,1,7,6,3,22608320
5,5,3,3,7,22610173
5,5,5,3,6,22611393
1,1,7,5,4,22612726
5,5,1,6,6,22615797
5,5,6,7,7,22615934
5,4,2,5,6,22616604
1,1,9,3,1,22617814
1,1,5,4,5,22617931
1,1,7,5,3,22618462
5,5,1,2,4,22618532
1,1,4,2,3,22624711
2,2,8,3,4,22625780
3,3,1,1,3,22626896
1,1,9,5,6,22627686
1,1,7,5,5,22627906
3,3,4,3,2,22628143
1,1,6,3,3,22631911
5,5,4,2,5,22632479
5,5,6,5,6,22633201
1,1,3,6,2,22634807
5,5,5,4,7,22637548
5,5,2,5,7,22637731
1,1,6,4,5,22638616
1,1,6,7,1,22638827
1,1,6,3,2,22639893
1,1,7,5,7,22640174
5,3,4,2,1,22645219
5,5,9,5,5,22647326
1,1,6,2,5,22648351
1,1,4,6,4,22651504
2,2,8,3,4,22652118
1,1,9,7,6,22652440
3,3,4,3,2,22653466
1,1,1,7,2,22654731
5,5,8,6,7,22656288
1,1,9,7,3,22657435
4,4,1,3,6,22657826
5,5,6,5,7,22658765
5,5,3,6,7,22658886
4,2,3,3,1,22660473
5,5,1,1,4,22664412
5,5,2,4,6,22672564
2,3,9,6,2,22673302
3,3,6,7,6,22677584
1,1,5,4,2,22677759
1,1,3,2,5,22681156
1,1,6,6,2,22682310
3,3,4,2,3,22684747
1,1,8,4,4,22687262
5,5,6,6,6,22690874
1,2,6,4,4,22704597
1,1,1,5,2,22704805
5,5,7,3,5,22706013
1,1,4,4,2,22706037
5,5,6,4,7,22706548
3,3,3,5,2,22708464
1,2,9,7,4,22710471
2,4,1,5,4,22711930
1,1,6,3,3,22711998
5,4,3,4,5,22712388
3,2,6,2,3,22715243
3,2,5,5,3,22715689
1,1,9,5,2,22717875
1,1,2,5,2,22719528
1,1,4,2,5,22720720
1,1,3,5,5,22723739
5,5,8,6,5,22723983
1,1,9,5,4,22725226
5,5,8,5,6,22729356
4,4,6,4,6,22730467
1,1,6,5,2,22732944
1,1,8,6,5,22733136
1,1,9,7,4,22739872
2,2,7,7,3,22740348
5,4,4,6,6,22740766
5,5,8,6,6,22741912
2,1,7,7,5,22744838
5,5,6,5,7,22745499
1,1,9,6,3,22745878
4,3,3,4,5,22746183
1,1,2,4,2,22746469
5,5,7,5,5,22751253
1,1,7,3,5,22758693
4,4,1,1,6,22759163
5,4,9,3,7,22760769
1,2,6,7,6,22761463
1,2,9,7,4,22765060
5,5,3,3,7,22765764
4,4,1,1,5,22766218
5,4,4,3,3,22767632
1,1,7,6,2,22772801
2,2,8,3,6,22775210
3,3,3,5,2,22775385
1,1,5,4,5,22778129
2,2,5,2,2,22778955
2,1,7,3,2,22779967
3,2,4,2,4,22783724
5,5,9,6,7,22783840
1,1,9,5,3,22785205
5,5,6,4,6,22785735
2,2,3,2,3,22789228
1,1,4,6,3,22790483
1,1,1,1,1,22791162
1,1,3,5,6,22792422
4,4,6,3,6,22793764
1,1,8,7,3,22797306
1,1,6,6,5,22798964
5,1,2,5,2,22799252
5,5,6,4,6,22800153
1,1,5,5,1,22803476
1,1,8,3,3,22806260
2,2,6,5,3,22807968
1,1,9,5,2,22816726
1,1,9,7,3,22817815
3,2,3,6,5,22818633
1,2,6,4,6,22819043
5,5,6,6,5,22820135
1,1,8,7,3,22820619
3,4,5,5,2,22821306
5,5,4,3,6,22822989
1,1,5,6,3,22827268
5,5,8,6,6,22832061
1,1,9,6,3,22832104
1,1,7,4,6,22832330
1,1,8,4,2,22834204
3,3,9,5,5,22835762
2,2,7,6,2,22839609
3,3,4,5,2,22842863
1,1,8,5,5,22845009
3,3,6,3,5,22850034
5,5,3,2,5,22852733
5,5,7,5,6,22856822
3,3,3,3,3,22856847
5,5,5,5,5,22862508
2,2,7,5,2,22862935
1,1,6,3,5,22863096
2,2,7,5,5,22864014
1,3,1,1,1,22864295
4,4,8,5,6,22868351
5,5,7,6,6,22869224
5,5,8,6,6,22873681
5,5,2,2,5,22875921
1,1,3,5,1,22878106
4,3,1,5,4,22878493
5,5,7,5,6,22878583
1,1,7,5,6,22880091
5,5,9,6,6,22881321
2,2,6,2,4,22881596
1,2,7,4,2,22886342
1,1,9,7,3,22887427
1,1,8,6,7,22887709
2,2,8,6,5,22889215
3,3,3,5,3,22892270
5,5,1,1,3,22896020
5,5,6,5,5,22896669
5,5,5,5,7,22897439
2,2,9,6,5,22898406
1,1,9,6,6,22898845
1,1,4,3,2,22900887
5,5,6,5,7,22901173
3,2,1,1,1,22901782
3,3,4,5,3,22904010
5,5,3,1,7,22906460
2,3,1,3,2,22907059
1,1,8,6,2,22908171
3,3,3,2,1,22908197
4,3,2,3,4,22908608
5,5,6,3,6,22911949
5,5,4,2,7,22912531
1,2,2,3,2,22912802
5,5,9,6,5,22914116
5,4,6,7,5,22915666
5,5,9,7,4,22916091
5,5,7,6,6,22919337
5,5,6,5,7,22919908
5,5,4,3,7,22920842
1,1,4,6,2,22921028
1,1,4,2,3,22924623
5,3,8,5,2,22925227
5,5,3,5,6,22929442
1,2,8,5,4,22929600
1,1,9,5,5,22934997
1,2,9,5,5,22941409
5,5,1,1,2,22943519
5,5,8,6,4,22945670
1,1,8,6,5,22946625
5,5,4,1,1,22948439
4,3,7,4,4,22948741
5,5,6,6,5,22952623
1,1,4,5,4,22954035
2,2,5,2,3,22957902
1,1,2,3,4,22961697
2,1,1,3,5,22962616
1,1,9,6,5,22963081
5,5,6,3,6,22963737
2,3,6,6,4,22963865
4,4,6,4,2,22964264
5,4,6,5,6,22964985
5,5,5,3,7,22966293
5,5,7,5,6,22970094
5,5,3,1,5,22970334
2,3,7,6,2,22971483
1,1,8,6,5,22972925
5,5,8,6,6,22974483
1,1,9,6,4,22976144
5,4,6,5,5,22979599
1,1,8,6,3,22980768
1,1,8,7,2,22981220
4,3,1,1,1,22982473
4,3,4,5,5,22983400
1,1,9,5,5,22985986
5,5,3,6,6,22987120
2,3,8,5,3,22989379
5,5,6,5,6,22992085
2,3,8,5,5,22993716
1,1,9,6,5,22994922
2,2,6,3,5,22996998
1,1,9,7,4,22997531
1,1,8,6,3,22998133
5,3,8,6,2,22998357
5,5,1,6,3,23001368
4,4,8,5,4,23004948
1,1,5,2,4,23005053
5,1,8,5,5,23005424
1,1,6,5,5,23006137
2,2,9,6,3,23007451
1,1,7,6,2,23007807
5,2,3,1,7,23010881
1,1,9,6,6,23013795
5,5,8,4,7,23017532
5,4,1,1,5,23020160
5,5,1,3,6,23021028
2,2,2,1,3,23023366
1,1,2,4,5,23023667
1,1,2,3,3,23027027
1,1,5,7,6,23030781
5,5,6,2,5,23036905
2,2,7,6,2,23036923
1,1,9,3,6,23037127
5,5,2,4,6,23039015
1,1,6,4,4,23039655
2,3,7,5,2,23040723
4,3,4,2,6,23041024
4,3,4,2,6,23041116
1,1,6,7,4,23041522
3,2,7,5,3,23045239
5,5,3,5,3,23046326
1,1,2,5,2,23047205
5,3,5,5,6,23050501
3,3,6,7,3,23053460
3,3,7,4,1,23054150
5,5,9,2,5,23054176
1,1,4,6,1,23054502
5,5,6,5,6,23056421
5,5,7,3,6,23057937
1,1,8,5,2,23059275
1,1,7,6,3,23060616
1,1,8,7,5,23063060
1,1,8,6,4,23063845
1,1,7,7,4,23063911
3,1,8,5,1,23065718
5,5,5,6,6,23068615
5,5,7,6,5,23069354
5,5,6,6,6,23072762
2,2,2,2,6,23073631
1,1,8,6,5,23074148
2,2,3,5,2,23074908
2,2,8,4,3,23077719
4,3,4,2,3,23081475
1,1,8,5,5,23083003
5,5,5,5,7,23083559
1,1,8,5,2,23084865
1,1,8,7,5,23088185
1,1,8,4,5,23090343
4,3,6,5,6,23092392
1,1,5,5,2,23092584
4,3,6,6,3,23092743
1,1,1,5,1,23092984
3,3,4,2,4,23093297
4,3,7,1,1,23093795
5,3,4,3,6,23094020
3,3,6,5,4,23099170
3,3,2,2,6,23099763
1,2,4,5,4,23100119
2,2,4,3,1,23102388
5,5,4,4,6,23110463
1,1,6,5,5,23112033
5,4,5,5,6,23112307
5,5,8,6,7,23114628
5,5,2,3,4,23115325
1,2,8,6,2,23119256
3,3,6,1,1,23119599
5,5,3,5,5,23123077
1,1,8,5,2,23123779
1,1,9,6,4,23124669
2,2,2,2,1,23126625
5,3,8,3,5,23128302
3,3,2,2,5,23130975
1,1,7,4,3,23132285
1,1,1,3,5,23134616
1,1,8,3,3,23138034
5,5,4,2,2,23139465
3,3,6,7,7,23140023
3,3,1,2,2,23143825
4,2,3,2,1,23144925
1,1,7,6,5,23149276
5,5,6,5,7,23150292
4,4,3,1,5,23151327
5,5,7,3,5,23158228
1,1,9,7,6,23159924
2,1,2,2,4,23159956
5,5,4,4,6,23160860
3,2,3,5,4,23163836
5,5,6,5,6,23165588
2,2,6,3,3,23165844
2,2,3,2,1,23166733
3,2,5,4,5,23167544
5,4,5,4,5,23168618
2,3,9,5,3,23170292
2,2,7,2,4,23173815
1,1,5,4,5,23174050
1,1,9,7,4,23175278
4,3,1,3,2,23175771
1,1,8,2,5,23176864
1,1,8,5,1,23177134
1,2,6,5,1,23177411
1,1,9,5,4,23181902
3,2,4,5,5,23182502
5,5,7,4,5,23184936
1,1,9,6,5,23185419
5,5,5,5,6,23185487
1,1,9,7,4,23185855
2,1,7,5,2,23186762
1,1,7,3,4,23187430
4,4,9,6,6,23192083
1,1,7,5,1,23197219
1,1,8,5,3,23199283
4,4,3,3,3,23199834
1,1,8,6,2,23199859
5,5,6,3,6,23202543
1,1,7,3,3,23204990
1,1,1,2,2,23206103
5,3,8,5,2,23208039
2,2,6,7,7,23209383
2,1,3,4,3,23223521
1,1,6,7,2,23225560
1,1,4,4,2,23226222
3,3,8,2,5,23227202
1,1,7,6,3,23228755
2,2,7,5,3,23229657
5,5,2,2,5,23229815
1,1,8,6,3,23231830
1,1,8,5,4,23240772
5,3,3,6,6,23241255
5,5,7,7,6,23241415
5,5,6,3,5,23243969
4,3,4,5,6,23246269
3,3,3,2,3,23247048
1,1,1,1,1,23248682
1,1,7,5,2,23251184
5,5,8,7,7,23251525
1,1,5,3,1,23258150
1,1,4,5,1,23258224
5,5,8,5,7,23259755
3,2,6,2,5,23259862
5,3,5,2,3,23263458
1,2,5,5,2,23265164
1,1,7,6,5,23265571
1,1,8,5,2,23266904
3,2,2,3,2,23271964
3,1,2,1,4,23277404
1,1,9,7,3,23277745
5,5,4,3,5,23277749
1,2,8,5,5,23283063
1,1,5,7,6,23283353
5,5,6,7,6,23284005
1,1,8,7,6,23288482
2,2,5,6,2,23294593
2,3,7,6,2,23301582
5,5,8,3,5,23303008
2,2,3,5,6,23303359
4,1,5,4,4,23305310
1,1,9,7,6,23310241
1,1,9,5,2,23310446
5,5,8,5,6,23310943
4,3,6,5,6,23311223
2,2,8,6,3,23311385
1,1,6,2,5,23315286
4,4,1,1,5,23323406
2,2,5,3,4,23323774
1,1,5,3,2,23325551
1,1,6,5,5,23326748
1,1,9,6,3,23329489
1,1,8,1,5,23330867
1,1,6,5,6,23332007
4,4,5,3,2,23332323
1,1,6,3,3,23334768
5,5,6,6,6,23335769
5,5,7,5,7,23336374
3,2,4,6,2,23338178
3,3,8,5,3,23342780
4,2,2,3,5,23343070
1,1,7,5,5,23346086
1,1,9,2,4,23347794
4,3,2,3,6,23348883
1,1,8,6,2,23349010
2,2,1,3,3,23349131
3,1,1,6,2,23351065
3,2,3,3,2,23353514
5,5,6,5,7,23355284
3,3,1,3,3,23361141
5,5,7,5,5,23361277
1,1,7,3,2,23361927
5,5,8,6,5,23362058
3,4,7,6,7,23362611
2,2,2,1,2,23365266
4,3,1,6,4,23365924
5,4,9,2,1,23367543
2,2,4,4,5,23370109
1,1,7,5,1,23372510
4,4,1,2,3,23372914
1,1,6,6,7,23378159
5,4,6,5,6,23380854
2,2,4,5,2,23381504
4,4,6,6,5,23383276
5,5,3,2,7,23387086
4,3,9,5,1,23388632
5,5,9,6,6,23388778
5,5,6,7,4,23392491
5,5,9,3,5,23397008
1,1,7,7,3,23398250
5,5,6,2,6,23402375
2,2,3,2,1,23403068
3,3,4,2,5,23403479
2,3,9,5,4,23404641
1,1,5,5,6,23404946
5,5,6,3,7,23412919
1,1,8,5,4,23414841
1,1,6,3,2,23414930
5,5,6,6,6,23418089
1,1,7,6,3,23423187
3,3,3,5,6,23425639
5,5,7,5,5,23426041
5,5,6,3,5,23428809
5,5,8,6,7,23432504
5,5,2,3,6,23433740
3,3,7,7,5,23435021
5,5,1,5,3,23436394
1,2,9,5,4,23438802
5,5,3,5,5,23439899
1,1,7,5,3,23442718
1,1,7,3,5,23443885
1,1,5,5,2,23445839
2,2,8,3,5,23451875
4,3,4,2,3,23452279
5,5,9,6,5,23453545
1,1,6,5,5,23459478
4,4,9,5,3,23460887
5,5,2,3,5,23461780
3,3,7,6,6,23463484
5,5,6,5,3,23464667
2,2,3,3,7,23465599
5,5,7,3,6,23467318
5,5,4,3,7,23468725
2,2,8,5,6,23470490
1,1,6,7,2,23471403
4,4,8,5,6,23473150
5,5,4,4,6,23475681
1,1,7,6,2,23483058
5,3,8,5,2,23483813
4,4,9,4,4,23484519
2,2,1,4,3,23485161
3,3,4,1,6,23486175
5,5,1,1,6,23487281
5,5,7,6,6,23487715
5,5,2,5,6,23487827
1,1,5,3,5,23490032
2,3,6,6,2,23491671
1,1,6,3,5,23493200
1,1,8,5,5,23494096
4,4,6,3,6,23494786
5,5,8,5,7,23497644
5,5,5,2,7,23497968
5,5,7,5,6,23498637
5,5,6,6,6,23501136
2,2,8,6,2,23501453
5,5,4,3,7,23504003
1,1,6,5,5,23508249
1,1,8,6,4,23516629
5,5,9,6,6,23517907
2,3,6,5,2,23518253
3,2,6,3,2,23518405
2,2,7,5,4,23518652
1,1,6,7,2,23520340
4,4,3,5,1,23522004
1,1,6,6,5,23522079
1,1,8,5,4,23525308
1,1,4,6,3,23528628
5,5,6,3,7,23529137
4,4,5,3,6,23530495
1,1,2,7,2,23532281
3,2,5,3,5,23536286
1,1,6,5,3,23536942
4,4,3,2,5,23548141
5,5,1,6,4,23551809
2,2,9,5,4,23555505
4,3,2,3,4,23557495
1,1,6,3,3,23557998
5,5,4,3,5,23559020
2,2,7,5,5,23562718
2,2,9,6,5,23564870
1,1,6,6,6,23567298
2,2,4,7,4,23568867
1,1,9,5,2,23569240
1,2,1,6,1,23570524
1,1,6,5,4,23570596
2,4,1,4,5,23576527
3,2,1,3,1,23578326
3,5,1,1,3,23580715
5,5,6,5,6,23585417
1,1,7,6,5,23586486
1,1,6,4,5,23587093
1,1,8,6,3,23587203
2,2,9,5,5,23587936
1,1,1,3,1,23588281
1,1,9,6,6,23594471
1,1,8,5,5,23599356
4,1,5,1,1,23601245
1,1,9,7,4,23604386
5,1,8,7,7,23604708
2,2,4,3,3,23609942
5,5,9,5,5,23610870
5,5,2,3,7,23611475
2,2,7,5,3,23614834
5,5,9,3,6,23616140
1,1,9,6,3,23619526
5,5,1,2,3,23624685
5,5,3,6,6,23624844
3,3,6,7,2,23630754
1,1,7,5,3,23632955
5,5,7,6,6,23640253
5,5,8,3,6,23641002
5,5,4,2,7,23641390
2,2,5,5,3,23644344
1,1,6,7,5,23647894
5,5,3,5,2,23651964
1,1,7,6,6,23653277
1,1,9,7,7,23660717
1,1,6,6,6,23662678
1,1,6,5,3,23674189
5,5,6,5,7,23674612
1,1,8,6,4,23675484
1,1,8,5,6,23676639
4,3,1,5,5,23677098
5,5,6,5,7,23679752
5,5,8,6,7,23680973
3,2,8,3,6,23684838
5,5,3,1,7,23685171
1,1,7,6,2,23686312
5,5,7,6,4,23689303
3,3,2,4,5,23691168
1,2,8,7,6,23691350
1,1,9,6,3,23692667
5,5,8,6,6,23695380
4,5,2,5,6,23695721
1,1,4,2,4,23698899
5,2,9,3,1,23699360
5,5,4,4,7,23701311
1,1,6,3,5,23701952
5,5,1,3,1,23703255
1,1,6,7,4,23707547
5,5,6,6,6,23708004
1,1,7,6,2,23711026
1,2,7,5,5,23712763
1,1,1,2,2,23717725
5,3,7,6,6,23719125
1,1,8,7,2,23719897
5,5,1,6,6,23720595
4,4,8,7,6,23720839
2,2,3,2,3,23722745
5,5,8,5,2,23723182
5,5,9,6,6,23723613
2,2,2,5,1,23724546
1,2,6,3,5,23726406
1,1,6,3,4,23728700
1,1,5,5,5,23731263
3,3,8,5,3,23732682
5,5,5,4,5,23735752
2,1,6,5,1,23739932
1,1,9,6,2,23740540
5,5,7,4,6,23741345
1,1,9,7,5,23743200
2,2,6,3,3,23747415
5,5,7,5,7,23747479
5,5,7,5,1,23749093
5,5,9,5,6,23750870
4,3,8,5,2,23752612
5,5,1,3,6,23754546
5,5,4,6,7,23754898
1,1,6,5,4,23756566
4,4,2,5,5,23756980
2,2,2,4,2,23757076
5,5,5,7,6,23763036
5,5,4,2,7,23763194
1,1,7,5,3,23766800
1,1,6,2,5,23770907
3,2,3,1,4,23774470
2,2,7,5,2,23778905
5,5,1,3,5,23780685
1,1,2,4,6,23782519
5,5,4,3,7,23782531
4,4,5,1,1,23783016
1,1,5,2,3,23786907
1,1,3,4,2,23788464
4,2,6,6,4,23788831
1,1,1,3,1,23789756
1,1,9,6,5,23792777
2,2,9,6,5,23795567
5,5,6,4,5,23796734
3,2,5,3,5,23797545
1,1,8,3,5,23798055
1,1,1,2,4,23800013
5,5,7,6,6,23800357
5,5,2,5,6,23804403
4,3,1,2,1,23807311
1,4,8,7,2,23808749
1,1,9,7,3,23812595
3,3,6,5,4,23812931
2,2,6,5,5,23813566
4,4,4,3,7,23816649
1,2,8,5,3,23816853
1,1,3,1,6,23817772
2,2,9,5,2,23819183
1,1,8,5,2,23824216
1,1,9,7,3,23824281
1,1,2,5,5,23824710
2,2,8,5,5,23826474
1,1,9,7,3,23834904
3,2,9,5,4,23836853
5,5,6,3,5,23838495
1,1,4,3,2,23839316
4,4,6,5,5,23839681
2,2,7,1,3,23844695
3,3,6,3,4,23849198
1,1,8,6,3,23851221
3,3,4,6,6,23851437
1,1,5,3,5,23852261
2,2,9,5,2,23853355
1,1,9,7,2,23854569
5,3,9,6,6,23854676
5,5,6,1,7,23856434
5,5,6,5,6,23863446
1,1,5,5,2,23864942
1,1,6,5,1,23866791
2,2,4,2,2,23873928
1,2,9,6,2,23875232
5,5,2,3,7,23877612
1,1,9,5,4,23880136
3,2,9,6,6,23880261
